"Id","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","fleetforce__Asset_Component__c","fleetforce__Description__c","fleetforce__Quantity__c","fleetforce__Service_Ticket__c","fleetforce__Subtotal__c","fleetforce__Type__c","fleetforce__Unit_Price__c","CreatedBy.Name","LastModifiedBy.Name","fleetforce__Asset_Component__r.Name","fleetforce__Service_Ticket__r.Name"
"a0NWm000001M9gnMAC","SLI-ST-0010-Labor","2026-08-19T20:42:38.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:38.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0010","2.5","a0OWm000000RLd3MAG","275","Labor","110","User User","User User","#N/A","ST-0010"
"a0NWm000001M9goMAC","SLI-ST-0010-Diagnostic Fee","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLd3MAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0010"
"a0NWm000001M9gpMAC","SLI-ST-0042-Diagnostic Fee","2026-08-19T20:42:53.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:53.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RMNpMAO","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0042"
"a0NWm000001M9iPMAS","SLI-ST-0010-Parts","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHWHIA5","OEM Replacement Component/Filters - ST-0010","1","a0OWm000000RLd3MAG","185","Parts","185","User User","User User","EV Battery Pack 75kWh (FA-0103)","ST-0010"
"a0NWm000001M9k1MAC","SLI-ST-0011-Labor","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0011","2.5","a0OWm000000RLefMAG","275","Labor","110","User User","User User","#N/A","ST-0011"
"a0NWm000001M9k2MAC","SLI-ST-0013-Parts","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHfxIAH","OEM Replacement Component/Filters - ST-0013","1","a0OWm000000RLhtMAG","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0106)","ST-0013"
"a0NWm000001M9ldMAC","SLI-ST-0011-Parts","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","a03Wm00000GHGLiIAP","OEM Replacement Component/Filters - ST-0011","1","a0OWm000000RLefMAG","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0104)","ST-0011"
"a0NWm000001M9leMAC","SLI-ST-0033-Parts","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHckIAH","OEM Replacement Component/Filters - ST-0033","1","a0OWm000000RM2sMAG","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0114)","ST-0033"
"a0NWm000001M9nFMAS","SLI-ST-0011-Diagnostic Fee","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLefMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0011"
"a0NWm000001M9orMAC","SLI-ST-0012-Labor","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0012","2.5","a0OWm000000RLgHMAW","275","Labor","110","User User","User User","#N/A","ST-0012"
"a0NWm000001M9osMAC","SLI-ST-0015-Parts","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","a03Wm00000GHGQYIA5","OEM Replacement Component/Filters - ST-0015","1","a0OWm000000RLl7MAG","185","Parts","185","User User","User User","Heavy Duty Turbo Diesel Engine (FA-0108)","ST-0015"
"a0NWm000001M9qTMAS","SLI-ST-0012-Parts","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:39.000+0000","005Wm000002EIUDIA4","a03Wm00000GHBCMIA5","OEM Replacement Component/Filters - ST-0012","1","a0OWm000000RLgHMAW","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0105)","ST-0012"
"a0NWm000001M9qUMAS","SLI-ST-0037-Parts","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","a03Wm00000GHGK6IAP","OEM Replacement Component/Filters - ST-0037","1","a0OWm000000RMFlMAO","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0129)","ST-0037"
"a0NWm000001M9s5MAC","SLI-ST-0012-Diagnostic Fee","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLgHMAW","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0012"
"a0NWm000001M9thMAC","SLI-ST-0013-Labor","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0013","2.5","a0OWm000000RLhtMAG","275","Labor","110","User User","User User","#N/A","ST-0013"
"a0NWm000001M9tiMAC","SLI-ST-0013-Diagnostic Fee","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLhtMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0013"
"a0NWm000001M9vJMAS","SLI-ST-0014-Labor","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0014","2.5","a0OWm000000RLjVMAW","275","Labor","110","User User","User User","#N/A","ST-0014"
"a0NWm000001M9vKMAS","SLI-ST-0014-Parts","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHeNIAX","OEM Replacement Component/Filters - ST-0014","1","a0OWm000000RLjVMAW","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0107)","ST-0014"
"a0NWm000001M9wvMAC","SLI-ST-0014-Diagnostic Fee","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:40.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLjVMAW","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0014"
"a0NWm000001M9wwMAC","SLI-ST-0027-Diagnostic Fee","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RM2rMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0027"
"a0NWm000001M9yXMAS","SLI-ST-0015-Labor","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0015","2.5","a0OWm000000RLl7MAG","275","Labor","110","User User","User User","#N/A","ST-0015"
"a0NWm000001M9yYMAS","SLI-ST-0022-Labor","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0022","2.5","a0OWm000000RLunMAG","275","Labor","110","User User","User User","#N/A","ST-0022"
"a0NWm000001MA09MAG","SLI-ST-0016-Labor","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0016","2.5","a0OWm000000RLmjMAG","275","Labor","110","User User","User User","#N/A","ST-0016"
"a0NWm000001MA1lMAG","SLI-ST-0016-Parts","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHUfIAP","OEM Replacement Component/Filters - ST-0016","1","a0OWm000000RLmjMAG","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0109)","ST-0016"
"a0NWm000001MA1mMAG","SLI-ST-0017-Parts","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","a03Wm00000GHBcAIAX","OEM Replacement Component/Filters - ST-0017","1","a0OWm000000RLoLMAW","185","Parts","185","User User","User User","EV Battery Pack 75kWh (FA-0111)","ST-0017"
"a0NWm000001MA1nMAG","SLI-ST-0017-Diagnostic Fee","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLoLMAW","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0017"
"a0NWm000001MA3NMAW","SLI-ST-0016-Diagnostic Fee","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLmjMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0016"
"a0NWm000001MA4zMAG","SLI-ST-0017-Labor","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:41.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0017","2.5","a0OWm000000RLoLMAW","275","Labor","110","User User","User User","#N/A","ST-0017"
"a0NWm000001MA6bMAG","SLI-ST-0018-Labor","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0018","2.5","a0OWm000000RLpxMAG","275","Labor","110","User User","User User","#N/A","ST-0018"
"a0NWm000001MA8DMAW","SLI-ST-0018-Parts","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","a03Wm00000GHGtbIAH","OEM Replacement Component/Filters - ST-0018","1","a0OWm000000RLpxMAG","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0112)","ST-0018"
"a0NWm000001MA9pMAG","SLI-ST-0018-Diagnostic Fee","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLpxMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0018"
"a0NWm000001MABRMA4","SLI-ST-0019-Labor","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0019","2.5","a0OWm000000RLrZMAW","275","Labor","110","User User","User User","#N/A","ST-0019"
"a0NWm000001MABSMA4","SLI-ST-0019-Parts","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:42.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHcjIAH","OEM Replacement Component/Filters - ST-0019","1","a0OWm000000RLrZMAW","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0113)","ST-0019"
"a0NWm000001MAD3MAO","SLI-ST-0019-Diagnostic Fee","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLrZMAW","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0019"
"a0NWm000001MAD4MAO","SLI-ST-0026-Labor","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0026","2.5","a0OWm000000RM1FMAW","275","Labor","110","User User","User User","#N/A","ST-0026"
"a0NWm000001MAEfMAO","SLI-ST-0020-Labor","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0020","2.5","a0OWm000000RLpyMAG","275","Labor","110","User User","User User","#N/A","ST-0020"
"a0NWm000001MAGHMA4","SLI-ST-0020-Parts","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHckIAH","OEM Replacement Component/Filters - ST-0020","1","a0OWm000000RLpyMAG","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0114)","ST-0020"
"a0NWm000001MAGIMA4","SLI-ST-0020-Diagnostic Fee","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLpyMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0020"
"a0NWm000001MAHtMAO","SLI-ST-0021-Labor","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0021","2.5","a0OWm000000RLtBMAW","275","Labor","110","User User","User User","#N/A","ST-0021"
"a0NWm000001MAJVMA4","SLI-ST-0021-Parts","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","a03Wm00000GHB6WIAX","OEM Replacement Component/Filters - ST-0021","1","a0OWm000000RLtBMAW","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0115)","ST-0021"
"a0NWm000001MAJWMA4","SLI-ST-0029-Parts","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","a03Wm00000GHGK7IAP","OEM Replacement Component/Filters - ST-0029","1","a0OWm000000RM65MAG","185","Parts","185","User User","User User","Heavy Duty Turbo Diesel Engine (FA-0119)","ST-0029"
"a0NWm000001MAL7MAO","SLI-ST-0021-Diagnostic Fee","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:43.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLtBMAW","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0021"
"a0NWm000001MAMjMAO","SLI-ST-0022-Parts","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHknIAH","OEM Replacement Component/Filters - ST-0022","1","a0OWm000000RLunMAG","185","Parts","185","User User","User User","Heavy Duty Turbo Diesel Engine (FA-0116)","ST-0022"
"a0NWm000001MAOLMA4","SLI-ST-0022-Diagnostic Fee","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLunMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0022"
"a0NWm000001MAOMMA4","SLI-ST-0036-Diagnostic Fee","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RM7iMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0036"
"a0NWm000001MAPxMAO","SLI-ST-0023-Labor","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0023","2.5","a0OWm000000RLwPMAW","275","Labor","110","User User","User User","#N/A","ST-0023"
"a0NWm000001MAPyMAO","SLI-ST-0037-Labor","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0037","2.5","a0OWm000000RMFlMAO","275","Labor","110","User User","User User","#N/A","ST-0037"
"a0NWm000001MARZMA4","SLI-ST-0023-Parts","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHo1IAH","OEM Replacement Component/Filters - ST-0023","1","a0OWm000000RLwPMAW","185","Parts","185","User User","User User","Heavy Duty Turbo Diesel Engine (FA-0120)","ST-0023"
"a0NWm000001MARaMAO","SLI-ST-0028-Diagnostic Fee","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RM4TMAW","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0028"
"a0NWm000001MATBMA4","SLI-ST-0023-Diagnostic Fee","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:44.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLwPMAW","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0023"
"a0NWm000001MAUnMAO","SLI-ST-0024-Parts","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHb7IAH","OEM Replacement Component/Filters - ST-0024","1","a0OWm000000RLy1MAG","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0117)","ST-0024"
"a0NWm000001MAWPMA4","SLI-ST-0024-Diagnostic Fee","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLy1MAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0024"
"a0NWm000001MAY1MAO","SLI-ST-0025-Labor","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0025","2.5","a0OWm000000RLzdMAG","275","Labor","110","User User","User User","#N/A","ST-0025"
"a0NWm000001MAZdMAO","SLI-ST-0025-Parts","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHeLIAX","OEM Replacement Component/Filters - ST-0025","1","a0OWm000000RLzdMAG","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0123)","ST-0025"
"a0NWm000001MAbFMAW","SLI-ST-0025-Diagnostic Fee","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RLzdMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0025"
"a0NWm000001MAcrMAG","SLI-ST-0026-Parts","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:45.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHhZIAX","OEM Replacement Component/Filters - ST-0026","1","a0OWm000000RM1FMAW","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0124)","ST-0026"
"a0NWm000001MAcsMAG","SLI-ST-0032-Diagnostic Fee","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RMAvMAO","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0032"
"a0NWm000001MAeTMAW","SLI-ST-0026-Diagnostic Fee","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RM1FMAW","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0026"
"a0NWm000001MAg5MAG","SLI-ST-0027-Labor","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0027","2.5","a0OWm000000RM2rMAG","275","Labor","110","User User","User User","#N/A","ST-0027"
"a0NWm000001MAhhMAG","SLI-ST-0027-Parts","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHRSIA5","OEM Replacement Component/Filters - ST-0027","1","a0OWm000000RM2rMAG","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0126)","ST-0027"
"a0NWm000001MAjJMAW","SLI-ST-0028-Labor","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0028","2.5","a0OWm000000RM4TMAW","275","Labor","110","User User","User User","#N/A","ST-0028"
"a0NWm000001MAkvMAG","SLI-ST-0028-Parts","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:46.000+0000","005Wm000002EIUDIA4","a03Wm00000GHBcBIAX","OEM Replacement Component/Filters - ST-0028","1","a0OWm000000RM4TMAW","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0125)","ST-0028"
"a0NWm000001MAkwMAG","SLI-ST-0039-Diagnostic Fee","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RMIzMAO","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0039"
"a0NWm000001MAmXMAW","SLI-ST-0029-Labor","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0029","2.5","a0OWm000000RM65MAG","275","Labor","110","User User","User User","#N/A","ST-0029"
"a0NWm000001MAo9MAG","SLI-ST-0029-Diagnostic Fee","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RM65MAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0029"
"a0NWm000001MAplMAG","SLI-ST-0030-Labor","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0030","2.5","a0OWm000000RM7hMAG","275","Labor","110","User User","User User","#N/A","ST-0030"
"a0NWm000001MArNMAW","SLI-ST-0030-Parts","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHWIIA5","OEM Replacement Component/Filters - ST-0030","1","a0OWm000000RM7hMAG","185","Parts","185","User User","User User","Heavy Duty Turbo Diesel Engine (FA-0121)","ST-0030"
